site,experimental_RS_Q6,experimental_RS_Q6_se,experimental_LA_Q6,experimental_LA_Q6_se,experimental_SD_Q6,experimental_SD_Q6_se,experimental_AL_Q6,experimental_AL_Q6_se,surrogate_index_RS_Q6,surrogate_index_RS_Q6_se,surrogate_index_LA_Q6,surrogate_index_LA_Q6_se,surrogate_index_SD_Q6,surrogate_index_SD_Q6_se,surrogate_index_AL_Q6,surrogate_index_AL_Q6_se,upper_experimental_RS_Q6,lower_experimental_RS_Q6,upper_experimental_LA_Q6,lower_experimental_LA_Q6,upper_experimental_SD_Q6,lower_experimental_SD_Q6,upper_experimental_AL_Q6,lower_experimental_AL_Q6
RS,.062003888,.01059421,.01310756,.0092245331,-.0088448804,.010156839,.026909832,.016567327,.074823484,,-.0074880961,,.0086509828,,.0010667591,,.095592372,.054054596,.010596639,-.025572831,.028560987,-.01125902,.033571016,-.031437498
